,job_ref,job_title,location,salary,description,type,extraction_date
0,['456931/KD'],Senior Data scientist,['London'],£80000 - £90000 per annum + benefits + bonus,"Senior Data scientistLondon£80,000-£90,000As a Senior Data Scientist, you will get the opportunity to work with rich, messy data sets of textual and location data and using this to build advanced predictive analytics products, using NLP techniques.you will be seeing massive impact coming from your work immediately. This is a brand-new opportunity to champion a data-driven approach to solving the company's toughest business problems in the marketing industry, with huge plans to branch out into other industries in the near future.THE COMPANY:With 50 million customers worldwide, this company pioneers cutting-edge concepts and, as a result, have never been denied by clients! Future plans include partnering with massive hedgefund clients to produce interesting links, as well as using their data to influence how to expand cities. As a Lead Data Scientist, you will be heading up this R&D team, you will get the opportunity to take ownership and lead your own projects, whilst having surplus time to innovate and create.THE ROLE: You will be exploring and experimenting with cutting-edge machine learning and deep learning techniques and playing around with large data sets of textual and location data - from emails and reviews of Pubs and restaurants etc - using Python, NoSQL, AWS and BigQuery.YOUR SKILLS AND EXPERIENCE:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Experimenting with advanced statistical and machine learning techniques in PythonUsing Python and NoSQL to design proof of concepts for state-of-the-art techniquesBuilding customer reports, using Python, to produce valuable insights for their massive clientsTaking ownership and being the technical lead for projects - delivering highly technical concepts to non-technical clients (stakeholders and managers)Extensive knowledge and use of Python for machine learning, NoSQL is essential; AWS experience is desirableYou will have built machine learning models and had them productionised in industryProven commercial experience exploring and applying machine learning techniques to big data using PythonThe successful data scientist will have commercial experience using machine learning techniques on location data, using GISThe ideal candidate will have experience in communicating heavily technical concepts in an effective way and have experience delivering these to non-technical stakeholders£80,000-£90,000Meet ups/conferences",Permanent,2019-10-23
0,['57168/DM6'],THE COMPANY ,['London'],£40000 - £60000 per annum,"THE COMPANY This organisation has always worked for a purpose - their purpose is to use the power of communications to make the world a better place. At their roots they are a technology company with research and innovation in their bones and a desire to be a personal, simple. and brilliant for their customers.THE ROLE In this role as a Data Scientist you will be:SKILLS AND EXPERIENCETHE BENEFITS HOW TO APPLYPlease register your interest by sending your CV to Daniel Moss via the Apply link on this page Use methodical Data Science techniques to select and tune algorithms and quantify business performance#Tells engaging stories in a non-technical wayUnderstanding, analysing and quantifying data analysis requirements, hand on testingExperimental design and outcomes analysis/reporting Analyse complex behavioural and sensory data statistical modelsStrong commercial Python experienceExperience with Machine Learning & developing modelsStrategic thinking & problem solving skills Passion for Data ScienceUp to £50k SalaryCompetitive bonusCompetitive pension",Permanent,2019-10-23
0,['VAC - 62428'],Data Scientist ,['London'],£40000 - £55000 per annum + Additional Benefits,"Data Scientist LondonUp to £50,000 The Company Join a growing unicorn tech start up that is revolutionising the way the healthcare world works. You will be working with different areas of the business and therefore be able to put your own stamp on the whole company.The RoleIn this role you have the opportunity to work on a ground-breaking app that will benefit people around the world, taking a very customer centric approach and providing insight through everything you do. You will:Key Skills and Requirements HOW TO APPLY Interested? Please register your interest by submitting your CV directly by applying to this advert. Use your expertise in Python to construct Machine Learning models and deep dive analysisSupport core operations projects to redefine customers experience and provide actionable insights using Python and SQLTransform processes globally, building data infrastructure and analytics platforms to aid all data driven teamsProficient in Python and SQLHands on experience building Machine Learning models ad communicating the resultsStrong Statistical understanding",Permanent,2019-10-23
0,['62017/KP'],THE COMPANY ,"['City of London, London']",£80000 - £100000 per annum,"If you are passionate about Data Science techniques to improve Customer Experience and strive to work in a fast-paced, competitive and customer focused role, then this data-rich leading online travel company has the perfect role for you.THE COMPANY This globally renowned online travel company is going through some very exciting times in the Data Science Space. This opportunity will allow you to solve high-impact and complexed problems using some of the latest technology and approaches. They have the pedestal to develop their employees and put them on a platform for future growth and progression.The RoleAs their Data Science is growing - they are looking for a Principle Data Scientist to use Machine Learning to help optimize hundreds of millions of data of marketing spent to all help increase customer long-term value. In addition to this, you will all:YOUR SKILLS AND EXPERIENCE HOW TO APPLYPlease register your interest by sending your CV to Krishen Patel Via the Apply link on this page. Build, deploy and optimise machine learning models working across a broad range of different projects.Optimize the organizations bidding strategies within Acquisition channels and predict customers long-term value.Mentor and provide technical support to more Junior colleagues of the team.Develop a deep understanding of their data infrastructure and be at the forefront of the technical aspects to use, adopt and implement machine learning techniques.Hands on experience in Machine Learning and building datasets as well as Python, Scala & Tensor Flow.Education to at least a master's level in a quantitative subject (PhD preferred)experience in Real-time bidding, NLP, Deep Learning and regression.Strong stakeholder management skills",Permanent,2019-10-23
0,['Vacancy #53029'],Senior Data Scientist,['London'],£80000 - £110000 per annum,"Senior Data ScientistUp to £110,000London The Company This company currently focuses on a broad range of development to ensure you can fulfil your potential through structured support and by providing the necessary technology so your talents may flourishThe Role As a Data Scientist, you can expect to be engaging with a range of technology teams and data engineers to build effective and sustainable solutions for managing customer engagementsResponsibilities include: Skills and Requirements  HOW TO APPLY: Please register your interest by sending your CV to Sean via the Apply link on this page.Program modelling and data analytics through PythonProviding commercially viable applications using deep learning techniquesDeveloping progressive analytic algorithms through exploiting rich data assetsAdvanced analytics and programming for models through PythonProven machine learning experience through Supervised/unsupervised learning, regression, decision trees, random forests or clusteringCommercial experience using Python and working with large data sets",Permanent,2019-10-23
0,['625511/KD'],Data Scientist ,['London'],£55000 - £65000 per annum + benefits + bonus,"Data Scientist London£55,000-65,000 + benefits + bonusYou will be joining a world-leading team, working in a tech start-up environment, providing creative freedom along with the complete support and serious investment of the company.THE COMPANY:This global company are investing a lot into finding a top talent to join a team that focuses on caring for every customer every day. Joining a culture that drives pioneering ideas - emphasising on a future where customer experience is made simpler.THE ROLE:As a Data Scientist in this team you focus on championing a data-driven approach to solving the company's toughest problems, such as personalising customer experience and in-depth customer behaviour pieces.YOUR SKILLS AND EXPERIENCE:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Day to day you would be analysing large amounts of customer data in Python or R, using machine learning techniques to produce valuable insights for the business around their consumers.Providing internal consultancy for the data science team across all business areas and liaising with teams across the country.Exciting side projects include working with new data sets and natural language processing techniques.Extensive knowledge and use of SQL and Python/RProven commercial experience building and deploying machine learning models in PythonNatural language processing is a bonusCommercial experience in customer and/or marketing analytics and delivering technical insight to non-technical stakeholdersKnowledge and/or use of AWS£55,000-£65,000Generous bonusAnnual hackathon",Permanent,2019-10-23
0,['VACNRM'],Data Scientist,['London'],£75000 - £85000 per annum + Benefits,"Data ScientistUnicorn Tech Company - Healthcare sector£85,000 + benefitsOVERVIEWHarnham are currently recruiting for a Data Scientist with a unicorn start-up in the healthcare space who are currently changing the world with their revolutionary product.This team are responsible for using machine learning and advanced techniques to challenge the way the business uses its data, optimising business processes and performance and helping their product reach millions across the globe.After many successful funding rounds, they are once again looking to hire talented data scientists to help them on this mission.THE ROLEOn a daily basis you will be:SKILLS AND EXPERTISEYou must have:SALARYIn this role you could earn up to £85,000 + benefits.HOW TO APPLYTo be considered for this exciting opportunity, please submit your details using the Apply button on this page. Or for more information regarding other roles please contact Nick Mandella at Harnham.KEYWORDSPython, SQL, Hadoop, machine learning, statistics, statistical analysis, Data Scientist, Data Science, Deep Learning, healthcare.  Using advanced data science to optimise a number of business processesChallenging the status quo in the healthcare spaceMaking healthcare more accessible for millions of people around the worldDriving initiatives to support growth and increase revenuesExperimenting with large data sets, formulating hypotheses and using your statistical/machine learning knowledge to generate insightsWearing many hats and working across a wide variety of business problemsA proven experience in programming with Python (or R)An MSc or Ph.D. in a quantitative discipline (e.g. Maths, Stats, Computer Science, Physics etc)Knowledge of a database query language (SQL preferred)A passion for the healthcare sector and working in a fast-paced environment",Permanent,2019-10-23
0,['64731-SP'],Lead Data Scientist ,['London'],£100000 - £110000 per annum + +Bonus + Allowances,"Lead Data Scientist Base salary up to £118,000Based in central London and the South West. Would you like to work for a global financial institution, undergoing huge investment into it's Data and Analytic's department? To ensure they stay ahead of their competition through the use of machine learning and AI they are looking for a Lead Data Scientist to help build out the team and manage some of the 160+ hires they are planning over the next year or so across the data and analytics function. Your work with be with a customer and marketing focus and will be mainly customer related working on customer analytics, customer science, as well as customer experience.The Role:You'll be playing a leading role within Data Science team to help improve all aspects of customer experience within every area of the businessYour skills and experiences: The benefits: How to apply: Please register your interest by sending your CV to Sam Phillips or via the apply link on this page. Using segmentation techniques to understand customers and place them into demographics and locations. To be able to more efficiently target customers with future products,Improve customer experience in all interactions within the business including the use of apps and calls by using optimisation techniques,Improve on which customers are targeted with which product and then recommend next best practice,Travel to the south west up to 2 days a week to start with, reducing as time goes on,Great progression and growth opportunities as huge investment is going into this area of the business.Proven experience with machine learning and customer analytics, including but not limited to: Segmentation and clustering,Commercial experience with Python, and R, but Python is their preferred system,Previous record of successfully building out a team from scratch or managing a successful team,A PhD from a redbrick university.You will get a base salary of up to £118,000,10% bonus,Fantastic pension scheme.",Permanent,2019-10-23
0,['8922/KD'],Mid-Level Data Scientist ,['London'],£50000 - £60000 per annum + benefits + bonus,"Mid-Level Data Scientist London£50,000-£60,000THE COMPANYThis cutting-edge start-up that has gone through multiple rounds of investment from huge VC companies, has now grown to 25 people and already have their platform up and running for you to build your models straight on to. Predominantly working with financial services clients, they are one of the leaders in understanding customer behaviour - identifying which customers their clients should target based on previous sales.THE ROLEAs a Mid-Level Data Scientist, you will be responsible for taking complete ownership over your own clients and projects, working with large data sets to build machine learning solutions and productionising models using their slick platform.KEY SKILLS AND EXPERIENCEHOW TO APPLYPlease register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Utilising new and existing data sets - taken from clients and web scraping - to build machine learning solutions using Python and SQLTaking complete ownership over your client, establishing the key questions and problems that stakeholders and senior managers are facing and taking initiative to build the right solutions using the right data science techniquesBuilding machine learning models, in Python, such as clustering, recommendation engines, random forests and classifications, as well as implementing these on the platform and productionisingEffectively delivering technical concepts to non-technical clientsCommercial experience building and deploying a variety of machine learning models, in Python, is necessaryThe successful Mid-Level Data Scientist will have extensive knowledge and industrial experienceYou will need to be able to talk about commercial experience of building, developing and productionising machine learning models using PythonEssential - previous experience working with clients and therefore the ability to communicate technical concepts to non-technical people effectively",Permanent,2019-10-23
0,['67345/CW'],Data Scientist,"['City of London, London']",Up to £75000 per annum + Yes,"Data ScientistLondon, United KingdomSalary £75,000 + Benefits Step up your career and work with professionals at a market leading software company that manages digital content. This role will require you to work on personalisation for content in a solution.THE COMPANY This well-established software company focuses on the digital world. Work with 14 others in a relaxed environment. This company encourages freedom within the projects to innovate and develop through ML and AI, inspiring you to come up with your own problems and solutions on a large-scale basis.THE ROLEThe role will involve building a recommender system using ML and NLP, this will eventually be a fully functioning model. This role will also allow you to work on visual projects that will serve hundreds of brands and millions of end-users.YOUR SKILLS AND EXPERIENCE SALARY AND BENEFITSHOW TO APPLYAnalyse large complex data sets to look at trendsBuild on existing models using NLP and DLCreate prototypes that work on specific domainsSet up large scale experimentsProblem solves on a daily basisDeploy fully functional models using MLMSc degree in AI, ML, CS, Statistics, Mathematics, Physics, or similar quantitative disciplineReasonable knowledge of JAVATechnically strong candidateExperience using Python, R or SQLFamiliar with ML algorithmsThorough understanding of the modelling processExperience working on prediction models in e commerceKnowledge of big data and big data handlingA good understanding of statisticsAbility to work as part of a team and also individuallyAbility to work in a fast-paced environmentEarning potential up to £75,000+ a number of benefitsPlease register your interest by sending your CV to Charlotte York via the apply link on this page",Permanent,2019-10-23
0,['57349'],Computer Vision Engineer,"['North London, London']","£30000 - £80000 per annum + bonus, benefits","Computer Vision EngineerNorth London, UKUp to £80,000 salaryFTSE 100 unicorn tech giant worth over £1bn looking for a Computer Vision Engineer to join their Research team! Strong Computer Vision/ Machine Learning skills required as well as the ability to build ML models to scale!OVERVIEWThis hugely successful start-up have grown out to be a market-leader and valued over £1.5 billion! This FTSE 100 tech-giant have one of the best technical teams on the globe, they are building out their research team and need a Computer Vision Engineer to help innovate their tech function! Your responsibilities as a Machine Learning Engineer will include but not be limited to:YOUR SKILLS AND EXPERIENCEHOW TO APPLYPlease register your interest by sending your CV to Luke Frost via the Apply Link on this page.Design and deploy Machine Vision models and solutionsApply Computer Vision ML techniques to big data-setsBuild ML Computer Vision models to scale and deploy them for commercial useResearch cutting-edge Computer Vision techniques, build and deploy PoC's.Minimum of a BSc from good university in stem topic i.e. maths, stats, computer science, physicsCommercial experience researching and applying Computer Vision techniques such as Classification, Detection, SegmentationProven experience building and deploying Computer Vision modelsGood knowledge of Computer Vision Python libraries (Tensorflow, Pytorch)",Permanent,2019-10-23
0,['366192/KD'],CUSTOMER SCIENTIST - PERSONALISATION,['London'],£50000 - £60000 per annum + benefits + bonus,"CUSTOMER SCIENTIST - PERSONALISATIONLONDON£50,000-£60,000 + BENEFITS + BONUSBe an inspiration! This is a brand-new opportunity to join an innovative Customer Science team that focus on driving the company to understand their customers better than anyone else for that competitive edge. As a Customer Scientist in this team, your primary motivation will be to explore cutting-edge techniques to deliver high impact solutions. You will be using advanced statistical and machine learning modelling to improve customer experience by personalisation.THE COMPANY:This household name ecommerce company are committed to providing their customers with the best possible service, better than their competitors. With a clear vision and business plan, they understand that the only way to do this is by championing a data-driven approach to every business decision. You will be joining a culture that pioneers ideas in natural language processing applied to customer analytics and gain excellent training and learning opportunities, reporting to one of the leaders in this field.THE ROLE:Performing experimental techniques and advanced tools to deliver machine learning models in real-time, generating massive impact. This is a great opportunity for a Customer Scientist to take on some more leadership responsibilities and be an inspiration to the rest of their team.YOUR SKILLS AND EXPERIENCE:BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Working closely with the CRM team to drive personalisation by using customer data to deliver machine learning models in Python and/or RProjects include scanning customer emails using NLP techniques, in Python, to determine customer behaviour and create personalisationExtensive experience using Python and/or R and google cloud platformThe successful candidate will have commercial experience delivering machine learning models in customer analytics, using Python and/or RThe ideal candidate will have experience leading a team and taking part in mentoring and trainingExperience deploying real-time system solutions in a commercial role is desirable£50,000-£60,000Bonus",Permanent,2019-10-23
0,['65251/ST'],DATA SCIENTIST ,['London'],£45000 - £55000 per annum,"DATA SCIENTIST LONDON£45,000 - £55,000 This major player in insurance/finance is overhauling the way analytics is done within this business and that includes bringing in a Data Scientist to support this shift!With a huge data set and access to cutting edge tools, this greenfield role will give you the challenge you need while having the opportunity to decide how advanced analytics influences this hugely successful company. THE ROLE Although you'll be adapting this role to make it your own some of the projects you will be covering include: YOUR SKILLS/EXPERIENCES The successful Data Scientist will have: BENEFITS  HOW TO APPLY Please register your interest by sending your CV to Sian Taylor via the apply link on this pagePredictive decision making - building out advanced predictive/machine learning models using SQL and Python to develop business understanding of the customerCustomer churn - a hot topic for all businesses you will lead a project focusing on identifying the drivers of churn. Within this, you will be working with pricing and customer teams to implement actionable insights across the business.Data evangelism - championing the innovative use of data within the business and challenging current processes.Product development - the complex models you build will directly feed into the product development team.Excellent coding skills in SQLThe ability to build predictive models in Python (e.eg. propensity, regression, cluster)A degree in a numerate discipline (Mathematics, Statistics or equivalent)Strong communication abilityA desire to champion data within a businessA salary of £45,000 - £55,000 dependant on experienceFull bonus and benefits packageClear career development pathway",Permanent,2019-10-23
0,['VAC - 0000'],Senior Data Scientist ,['London'],£85000 - £110000 per annum + Additional Benefits,"Senior Data Scientist LondonUp to £110,000 The Company Help one of the most respected brands in the UK diversify their data science function and create a whole new landscape for machine learning.The RoleYou will build complex machine learning algorithms working with various teams in the business. Your new ideas will be vital in shaping both your team and the company. You will:Key skills and Requirements HOW TO APPLY Interested? Please register your interest by submitting your CV directly by applying to this advert.Help build out the data science function using your expertise in Machine Learning techniquesUse Python design, build and implement models yourself in AWS and SparkWork with the businessA skilled data scientist with a willingness to learn new languages and toolsHands on experience with Python and AWSPHD",Permanent,2019-10-23
0,['15988/ROK'],DATA SCIENTIST ,['London'],£55000 - £65000 per annum,"DATA SCIENTIST EAST LONDON £55000-£65000Do you want to join an exciting leading insurance company who is aiming to change the perception of insurance? Working as a data scientist you will get to work with large data sets with an exciting team. This forward-thinking company is making itself more digital focused while keeping the customer at the forefront of everything they do. If this sounds like a company, you want to be part of-apply here!THE COMPANY:With over 30 million customers globally this leading insurance company is looking to add a Data Scientist to their ever-expanding team. They are becoming more and more digital-focused and their main priority is putting the customers' needs first. They are an award-winning company that aim to change the perception of insurance.THE ROLE:As the successful Data Scientist, you will be:YOU DON'T HAVE TO TICK EVERY BOX BUT EXPERIENCE IN THE FOLLOWING WOULD BE BENEFICIAL:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Rachel O' Keeffe via the Apply link on this pageCreating and delivering work that provides significant, measurable customer and commercial benefitCollaborating with colleagues to identify and solve the real business problemsIdentifying new and existing data sources and data science techniques to generate best-in-class models, insights and understandingCreating and sharing knowledge, developing team capability and collaborationTaking an innovative and creative approach to solving problemsStrong academic qualifications with an advanced degree in a quantitative discipline- ideally mathematics, statistics, computer science or similarHave commercial experience using SQL or R or PythonBe highly numerate with expertise in statistics, machine learning, analytics or similarBe able to communicate complex technical concepts to both specialist and non-specialist audiencesHave experience working in a commercial environment where you put the customer firstEarning potential up to £65,000 plus benefits",Permanent,2019-10-23
0,['57346'],Natural Language Processing Engineer,"['North London, London']","£30000 - £80000 per annum + bonus, benefits","Natural Language Processing EngineerNorth London, UKUp to £80,000 salaryGlobal leading tech giant worth over £1bn looking for a Natural Language Processing Engineer to join their Research team! Strong NLP/ Machine Learning skills required as well as the ability to build ML NLP models to scale!OVERVIEWThis hugely successful start-up have grown out to be a market-leader and valued over £1.5 billion! This FTSE 100 tech-giant have one of the best technical teams on the globe, they are building out their research team and need an NLP Engineer to help innovate their tech function! Your responsibilities as a Natural Language Processing Engineer will include but not be limited to:YOUR SKILLS AND EXPERIENCEHOW TO APPLYPlease register your interest by sending your CV to Luke Frost via the Apply Link on this pageDesign and deploy NLP models and solutionsApply Natural Language Processing ML techniques to big data-setsBuild ML NLP models to scale and deploy them for commercial useResearch cutting-edge NLP techniques, build and deploy PoC's.Minimum of a BSc from good university in stem topic i.e. maths, stats, computer science, physicsCommercial experience researching and applying Natural Language Processing techniques such as text Summarisation, translation, information extraction, embeddings, question answering etcProven experience building and deploying NLP modelsGood knowledge of software engineering and strong programming skills.",Permanent,2019-10-23
0,['VACnewo20'],Lead Data Scientist,['London'],£105000 - £115000 per annum + Bonus,"Lead Data ScientistLondon£115,000 + benefits THE ROLE:A leading retail bank is looking for a Lead Data Scientist to join their advanced analytics function in London to build a new machine learning practice from the ground-up.You will form a team focused on bringing machine learning best-practice into the business to help across many different business areas.This is a pivotal role and you will be expected to help build a team over the coming years which will take the company to new levels.The Lead Data Scientist will also be required to spend a proportion of their time on R&D related projects to help the business achieve ROI.Current pipeline of projects are:- Customer lifetime value / behavioural analytics- Single customer view- Cloud migrationWHAT YOU NEED: THE BENEFITS You can earn up to £115,000 + bonus + benefits in this position. HOW TO APPLY To be considered for this exciting opportunity, please submit your details using the Apply button on this page. For more information about similar roles please contact Nick Mandella at Harnham.KEYWORDSR, Python, SQL, Hadoop, Data Scientist, Data Science, Machine Learning, Supervised Learning, Unsupervised Learning, Financial Services, Retail Bank, Customer, Data, Analyst, Analysis, London. A strong knowledge of machine learning techniques and statisticsA passion for data, and using data to uncover insights and solve challenging business problemsStrong communication skillsExperience in building and leading teams, and fostering a culture of innovationA PhD is preferredStrong skills in R or PythonExperience in using SQL (Cloud experience is a bonus)",Permanent,2019-10-23
0,['VACNS<'],Machine Learning Engineer,['London'],£50000 - £70000 per annum + Benefits,"Machine Learning EngineerRobotics Company£70,000 + benefitsThe CompanyHarnham are working with a robotics company in Hertfordshire who are looking to hire a number of machine learning specialists. Here are some key company highlights:The Role - Machine Learning EngineerYou will be:Your Skills and Experience - Machine Learning EngineerYou must have:The Benefits - Machine Learning Engineer£70,000 + bonus + healthcare + pension + many more!How to Apply?Please register your interest by sending your CV via the Apply link on this page. For more information about similar roles, please get in touch with Nick Mandella at Harnham.KeywordsPython, AWS, Spark, Machine Learning, Software Engineering, Statistics, Artificial Intelligence, Data Scientist, Data Science, big data, deep learning. CI/CD. Cython. Kubernetics. Docker. Company is now valued at over £1bn!!They have grown hugely over the last 5 years, partnering with some industry leadersThey have robotics as part of their operations and logisticsHuge growth plans for the data science and machine learning teamWorld-class team of machine learning specialistsWorking on problems in relation to recommender systemsWorking on problems in relation to optimising warehouse logistics, deliveries and personalised products for customersWorking as part of a large team of scientists and engineersWorking with the latest tools and technologiesDelivering high-impact algorithms for the businessAn MSc or Ph.D. in Computer Science (preferred), otherwise quantitative disciplineExperience working on end-to-end machine learning solutionsKnowledge in software engineering principles and best practiceA strong knowledge of machine learning (and/or deep learning)",Permanent,2019-10-23
0,['VACngjwlk4304'],Data Scientist,['London'],£110000 - £120000 per annum + Benefits,"Data ScientistRetailerLondon£110,000 - £120,000THE COMPANYThe Harnham Data Science team have been exclusively retained by a well-known and loved UK brand to hire a team of 15 Data Scientists.The team you will join are to sit at the heart of the organisation with one clear goal: to introduce machine learning to several key areas, striving to automate and generate new revenue opportunities.As a team you will report directly to the board (CDO) and have significant resources to drive your initiative forward and grow the capability.Key parts of your job will be to utilise cutting-edge data science and machine learning techniques to bring considerable value for the business.THE ROLEAs a Data Scientist you will be:SKILLS AND EXPERTISETo be considered for this position you must have the following:HOW TO APPLYTo be considered for this exciting opportunity, please submit your details using the Apply button on this page, or contact Nick Mandella at Harnham.KEYWORDSPython, SQL, Machine Learning, Data Scientist, Data Science, Lead Data Scientist, Hadoop, Spark, AWS, GCP, Artificial Intelligence, Deep Learning, Leadership.  Helping to build a world class data science team of 15-20 peopleUtilising machine learning and advanced techniques to deliver valuable gains across several key areasWorking closely with board-level stakeholders on key business objectivesIntroducing a strong culture of innovation within the organisation, contributing to the company's data-driven goals.A proven track record of working as part of a high-performing team of data scientists and researchersExperience of delivering successful and high-value data science initiatives within an organisationPhD-level qualifications from a top university worldwideStrong stakeholder management skills",Permanent,2019-10-23
0,['63366/DL'],Senior Data Scientist,"['West End, London']",£60000 - £80000 per annum + Benefits,"Senior Data ScientistLondon£60,000-£80,000 + Bonus + BenefitsLooking for the chance to lead and expand your own Data Science team?This household name in the media sector is looking to overhaul its data function by bringing in an experienced team of Data Scientists.THE COMPANY:This company is a household name across many media outlets. With the ambition of revolutionising their entire data function and how they use data to improve customer insight and experience it really is an exciting place to be.THE ROLE:You'll be leading a team where your responsibilities will include:YOUR SKILLS AND EXPERIENCE:Desired skills & attributes you should include:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Dan Lewis via the Apply link on this page.Delivering actionable data science solutions for all aspects of customer interactionBuilding and expanding the data science work force and functionIdentifying and implementing advanced data solutionsImplement & oversee end to end projectsUnderstanding of a commercial environmentExceptional leadership and communication skillsTechnical Data Science skills e.g Deep LearningDegree education in a STEM subjectCompetitive Salary + BonusMultinational Company on resumeAbility to implement own ideas with complete support",Permanent,2019-10-23
0,['VANC£Ri'],Lead Data Scientist,['London'],£110000 - £115000 per annum + Benefits,"Lead Data ScientistLondon£115,000 + benefits THE ROLE:A leading household is looking for a Lead Data Scientist to join their advanced analytics function in London to build a new machine learning practice from the ground-up.You will form a team focused on bringing machine learning best-practice into the business to help across many different business areas.This is a pivotal role and you will be expected to help build a team over the coming years which will take the company to new levels.The Lead Data Scientist will also be required to spend a proportion of their time on R&D related projects to help the business achieve ROI.Current pipeline of projects are:WHAT YOU NEED:THE BENEFITS You can earn up to £115,000 + bonus + benefits in this position.  HOW TO APPLY To be considered for this exciting opportunity, please submit your details using the Apply button on this page. For more information about similar roles please contact Nick Mandella at Harnham. KEYWORDSR, Python, SQL, Hadoop, Data Scientist, Data Science, Machine Learning, Supervised Learning, Unsupervised Learning, Financial Services, Retail Bank, Customer, Data, Analyst, Analysis, London. Natural language processing / sentiment analysis to help understand customer engagementCustomer lifetime value / behavioural analyticsSingle customer viewCloud migrationA deep knowledge of both supervised and unsupervised machine learning techniques and statisticsA wealth of experience in the application of machine learning to solve complex business problemsExperience in working with big sets of customer dataStrong communication skillsA PhD is preferredStrong skills in R or PythonExperience in using SQL (Cloud experience is a bonus)A track record in using machine learning to draw hidden insights from data",Permanent,2019-10-23
0,['62742/KD'],Senior Data Scientist ,['London'],£60000 - £70000 per annum + benefits + bonus,"Senior Data Scientist London£60,000 - £70,000 + benefits + bonusWork for a company you love! This is a brand-new opportunity to join an innovative Data Science team that focus on driving the company to understand their customers better than anyone else for that competitive edge. As a Data Scientist in this team, your primary motivation will be to explore cutting-edge techniques to deliver high impact solutions. You will be using advanced statistical and machine learning modelling to improve customer experience by personalisation.THE COMPANY:This household name consulting company are committed to providing their customers with the best possible service, better than their competitors. No fear though, although a consultancy their remit is London-based. With a clear vision and business plan, they understand that the only way to do this is by championing a data-driven approach to every business decision. You will be joining a culture that pioneers ideas in natural language processing applied to customer analytics and gain excellent training and learning opportunities, reporting to one of the leaders in this field.THE ROLE:Performing experimental techniques and advanced tools to deliver machine learning models in real-time, generating massive impact. This is a great opportunity for a Data Scientist to take on some more leadership responsibilities and be an inspiration to the rest of their team.YOUR SKILLS AND EXPERIENCE:BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Working closely with the CRM team to drive personalisation by using customer data to deliver machine learning models in Python and/or RProjects include scanning customer emails using NLP techniques, in Python, to determine customer behaviour and create personalisationExtensive experience using Python and/or R and google cloud platformThe successful candidate will have commercial experience delivering machine learning models in customer analytics, using Python and/or RThe ideal candidate will have experience leading a team and taking part in mentoring and trainingExperience deploying real-time system solutions in a commercial role is desirable£60,000-£70,000Bonus",Permanent,2019-10-23
0,['VACNM$202-'],Data Scientist,['London'],£70000 - £75000 per annum + Bonus,"Data ScientistAsset ManagementLondon£70,000 - £75,000 + BonusTHE COMPANYThis is a unique chance to join a brand new division being set up in a prestigious asset management firm based in London.You will be helping to build a range of internal products to give new found insights to the business, and a vital information edge over their competitors.You will perform a hybrid role which will combine complex analysis with delivery of strategy and insight to internal stakeholders and investors.THE ROLEYou will be:YOUR SKILLS AND EXPERIENCEYou must have:THE BENEFITS£70,000 - £75,000 + BenefitsHOW TO APPLYPlease register your interest by sending your CV via the Apply link on this page.KEYWORDSPython, R, SQL, Tableau, Hadoop, AWS, Data Scientist, Data Science, Machine Learning, Predictive analytics, Advanced analytics, asset management, investment, financial services.Utilising your expert knowledge of a range of techniques and technologiesBuilding an internal platform and recommendation engine to help sales teamsDelivering key insights to help the business make better investment decisionsAn MSc in an analytical degreeExperience in the commercial application of data scienceExperience in delivering recommendations and insights to senior stakeholders",Permanent,2019-10-23
0,['66176/CW'],Data Scientist ,"['City of London, London']",£60000 - £61000 per annum + Yes,"Data Scientist London, United KingdomSalary up to £60,000 +Benefits Want to work with some of the biggest brands in the UK, join a team of Data Scientists and Engineers, to work on commercial projects that will utilise data sets to provide strong commercial gain.THE COMPANY This well-established company has been growing rapidly, working with some of the biggest brands in the UK and various advertising companies. You will be working as part of a newly built innovative team, looking at business problems and answering them through Data Science techniques.THE ROLEThis role will allow you to work both independently and as part of the Data Team, you will be required to problem solve on a daily basis using ML and AI. Focusing on work how you can target business value and answer business problems.YOUR SKILLS AND EXPERIENCE SALARY AND BENEFITSHOW TO APPLYWork with Stakeholders and discuss projectsWork with visualisation toolsBuild ML and AI modelsWorking hands on with Data on a daily basisProvide Data and Analytics to business insightsCommunicating with technical and non-technical stakeholdersExperience within Data Science3 years' experience in an analytical business environmentAbility to work with stakeholdersExperience using visualisation tools such as: Tableau, PowerBI, Qlik etc.Experience using statistical modellingEfficiency using programming languagesExperience using ML and AINumerical or Computer Science degreeEarning potential up to £60,000+ a number of benefitsPlease register your interest by sending your CV to Charlotte York via the apply link on this page",Permanent,2019-10-23
