,job_ref,job_title,location,salary,description,type,extraction_date
0,['60205/DL'],Machine Learning Engineer,"['West End, London']",£75000 - £100000 per annum + Benefits,"Machine Learning EngineerLondon£75,000-£100,000 Looking for the chance to progress your career in Machine Learning?This disruptive unicorn start-up are looking for Machine Learning experts to join them in their drive to revolutionise ecommerce.THE COMPANY:This company is the market leader in their field. Their ground breaking technology is well regarded within their field - In a bid to become the world's best they want your expertise.THE ROLE:You'll be using Machine Learning and Artificial Intelligence Techniques to:YOUR SKILLS AND EXPERIENCE:Desired skills & attributes you should include:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Dan Lewis via the Apply link on this page.Innovate ML technologiesDeliver the technologies from initial design stageUtilise Deep Learning tools to create object detection softwareBecome proficient in multiple programming languagesProven practical experience in Machine LearningKnowledge of Deep Learning frameworksMathematical & Algorithmic expertiseStart-Up cultureHuge career progression possibilitiesChance to work on ground breaking technologiesHighly Competitive Salary",Permanent,2019-10-23
0,['Vacancy #57166'],"DATA SCIENTIST£50,000 - £65,000 + BENEFITSLONDON",['London'],£50000 - £65000 per annum,"DATA SCIENTIST£50,000 - £65,000 + BENEFITSLONDONLeading retailer looking for a Data Scientist to deliver actionable data science by performing analysis to predict, measure and interpret business trendsTHE COMPANY: This company have built and successfully deployed intelligence into their everyday activities and are already delivering quality value into the business through data scienceTHE ROLE: As a Data Scientist, you can expect to be engaging with a range of technology teams to build effective solutions for managing customer engagements through continuously innovating and driving new ideas.YOUR ROLE AND RESPONSIBILITIES:YOUR SKILLS AND EXPERIENCE:To qualify for this Data Scientist role, you will need:THE BENEFITS: The successful candidate will receive a salary, dependent on experience between £50,000 and £65,000 as well as a generous benefits.HOW TO APPLY: Please register your interest by sending your CV to Sean via the Apply link on this page.Work alongside Lead Data Scientist to develop the data science agendaAnalysis to predict, measure and interpret business trendsProvide deep insight on customer behaviourAdvanced analytics and programming for models through PythonCommercial experience working with large data setsProven machine learning experience ",Permanent,2019-10-23
0,['VAC - 42302'],Lead Data Science ,['Northamptonshire'],£35000 - £45000 per annum + Additional Benefits,"Lead Data Science Northampton Up to £45,000 The company Join one of the leading retail banks in the UK, using your specialist knowledge in Data Science to influence and fuel their analytics strategy! This company pride themselves on putting their employees at the forefront of their business, constantly helping them progress.The RoleIn this role you have the unique opportunity to shape the way data science is used. You will not only build models but also see them through to implementation using Python - all to generate value and on board customers. You will:Key Skills and Requirements HOW TO APPLY Interested? Please register your interest by submitting your CV directly by applying to this advert.Define solution, approach and deliver required models using Python and HadoopDefine and lead the strategic technical direction of data using Python and RUse machine learning to push the business forwardStrong experience with Python and RExperience in deep learning techniques such as computer vision, speech to test and natural language processing via TensorflowStrong Mathematical background",Permanent,2019-10-23
0,['53029'],Lead Data Scientist,['London'],"£50000 - £100000 per annum + Bonus, other benefits","Lead Data ScientistLondon, UK£100,000 SalaryLooking for a Lead Data Scientist to join a global media giant and lead up their Data Science team on a range of exciting customer-focused projects!OVERVIEWThis global media company are looking for a Lead Data Scientist with extensive experience to come in and lead their Data Science team. You will be taking the companies advanced analytics function to the next level, leading a team of Data Scientists on commercially applicable projects and reporting directly into the Head of Data Science! Your responsibilities as a Lead Data Scientist will include but not be limited to:YOUR SKILLS AND EXPERIENCETHE BENEFITSHOW TO APPLYPlease register your interest by sending your CV to Luke Frost via the Apply Link on this page.Applying Machine Learning techniques to the companies data-sets to build commercial insightsOversee projects and ensure pragmatic delivery and model deployment of Data Science projects across the business.Lead a team of Data Scientists on commercially applicable Data Science projectsStrategically plan Machine learning projects focusing on NLP, Personalisation, Recommendation and other consumer focused techniques.Mentor more Junior Data ScientistsMinimum of an MSc from a Top University in a stem subject i.e. Maths, Stats, Physics, Computer Science etcMinimum of 3 years commercial experience as a Data Scientist (preferably more)Experience In building machine learning models and seeing it through to deploymentProven experience leading data science teams on commercial projectsVery strong technical and programming skillsStrong salaryBonusVery good Benefits package",Permanent,2019-10-23
0,['573524/KD'],Machine Learning Engineer,['London'],£75000 - £85000 per annum + benefits + bonus,"Machine Learning EngineerLondon£70,000-£85,000Do you want to be working on end to end projects solely with a focus on building and developing cutting-edge machine learning models?THE COMPANY:The unicorn start-up ecommerce company are focusing on creating a state-of-the-art centralised data science function to drive revenue and optimisation within the business. THE ROLE:As a Machine Learning Engineer, you will sit between the reporting and research teams creating advanced analytics, machine learning models, and real time solutions that will have huge impact when deployed.You will be working across a wide range of projects:YOUR SKILLS AND EXPERIENCE:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Building tailored machine learning products, such as for forecasting and real time control, using advanced machine learning techniques in PythonWorking with state-of-the-art technologies, such as Hadoop/Spark, Azure etc., to build solutions that will ultimately generate business insightsResearching cutting-edge techniques to create the best solutions to the most complex business problems their clients are facingCreating visualisations of your work to communicate insights, from your machine learning solutions, to non-technical management and stakeholdersExtensive experience working with big data using Hadoop/SparkPrevious commercial experience using Python to build machine learning models that have contributed value and increased performance within your company or client companiesThe successful Machine Learning Engineer will have industrial experience coding in Python from building proof of concepts to deployment of tailored machine learning productsGreat communication skills - proven commercial experience in effectively communicating technical aspects to non-technical managementStakeholder management experience is requiredUp to £85,000Unicorn start-up, FTSE 100 companyLearning and development",Permanent,2019-10-23
0,['66719-SP'],MACHINE LEARNING ENGINEER ,['London'],£50000 - £60000 per annum + Strong benefits,"MACHINE LEARNING ENGINEER £50,000-£60,000BASED IN CENTRAL LONDONAn exciting new role with an AI start-up has just come up that's using a innovate form of data to give companies a greater ability to protect themselves against things such as data fraud. At the cutting edge of AI the team are making a real difference in the realm of privacy and data protection. What they create is Data that's safer, and more efficient for testing and innovation, and also creates Opportunities that regular data doesn't.THE COMPANY: This innovative AI start-up has already won multiple reputable awards, with all indications pointing towards many more to come in the future. As well as back from some of the most well-known brands on the planet. They are now at an exciting stage of the business where they are looking to take things to the next level with multiple hires including a Machine Learning Engineer.THE ROLE: The roles main responsibilities will include:YOUR SKILLS AND EXPERIENCES: The successful applicant with have the following skills and experiences:THE BENEFITS:HOW TO APPLY: Please register your interest by sending your CV to Sam Phillips via the link on this page.Collaborating with the world-class team of Data Scientists to put Machine Learning models into production,Using their form of data to help boost fraud detection, preventing theft of extremely valuable data. And helping to increase the accuracy of their detection models,Using data to improve credit risk and optimise price of products that are lent out by financial intuitions.Helping to protect against insurance fraud through the use of Machine Learning.Commercial experience in running machine learning tests and experiments.Will have proven track record of implementing Machine Learning algorithms.Strong Python knowledge and have used it within a commercial setting.Knowledge of Pandas, Numpy, Scikit learn.Record of commercial application of Visualisation tools.Proven history of productionising Machine Learning models: Including Docker and/or build/packaging systems.Base salary up to £60,000.Strong benefits.",Permanent,2019-10-23
0,['64763/KD'],Senior Machine Learning Engineer,['London'],£80000 - £90000 per annum + benefits + bonus,"Senior Machine Learning EngineerLondon£80,000-£90,000My client is heavily invested in finding a Senior Machine Learning Engineer with strong and varied machine learning experience to join a collaborative and inventive team. As a Senior Machine Learning Engineer in this team you would be initiating experimental approaches to solving big business problems, creating high value and higher impact for the company. This team is encouraged to push the current R&D possibilities as far as they will go and provided with the newest technology to do so.THE COMPANY:This global travel company are looking for a top talent Senior Machine Learning Engineer to use experimental, cutting-edge techniques and state-of-the-art tools to tackle challenging, business-focused problems with big data. This company has a clear vision and business plan, using data-driven approaches for every business decision, big or small. You would also be receiving excellent training and learning opportunities, as you would be reporting directly to one of the leaders in this field.THE ROLE:As a Senior Machine Learning Engineer, your main responsibilities will be working with messy and rich data sets then building and deploying the best data solutions to complex business problems:YOUR SKILLS AND EXPERIENCE:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Applying cutting-edge machine learning, deep learning, NLP and computer vision techniques to pioneer solutions to the most challenging business problemsProviding internal consultancy across all business areas, collaborating with all other teams and creating tailored automated machine learning solutions to problems facedExperimenting with brand new tools and technologies to innovate and therefore outcompete their competitorsCurrent projects include using big data to develop recommender systems in real-time, using SparkExtensive knowledge and use of Python and/or RProven strong and varied commercial experience in building machine learning solutions in PythonThe successful Senior R&D Data Scientist will have industrial experience working with big data to solve business problems to scaleThe ideal candidate will have experience in effectively presenting academic and experimental ideasKnowledge and/or experience using and applying Hadoop/Spark and AWS to big dataPreferably a PhD in machine learning or another related subject£80,000-£90,000 base salaryTravel allowanceBonus",Permanent,2019-10-23
0,['48825'],Data Scientist - Logistics Start-Up ,"['City of London, London']","£80000 - £100000 per annum + shares, benefits","Data Scientist - Logistics Start-Up LondonUp to £100,000 salary + benefitsOVERVIEWOpportunity for a data scientist to join an exciting tech/ logistics company in London with a global reach. You will be solving complex problems in the logistics/delivery space through the application of machine learning techniques. They're established in over 100 countries and have huge data-sets to work with!You will be given the chance to help lead data science efforts for the business, deciding the best machine learning strategy for several challenging data challenges, having a core impact in how the company operates, being hands on in projects, demonstrating your technical ability.If you're a Data Scientist looking to join a company that is has achieved strong initial success and is looking to build out their analytics function then Apply Now!As a Data Scientist your responsibilities will include but not be limited to: YOUR SKILLS AND EXPERIENCEA successful Data Scientist will have the following: Benefits: HOW TO APPLYPlease register your interest by sending your CV to Luke Frost via the Apply Link on this page.Applying machine learning techniques to solve a broad range of business problemsHelping to deliver scalable and feasible solutions with data science projects.Identify potential sources of opportunity for the business through building models and insights.MSc or PhD in Statistics, Computer Science, Machine Learning, Maths, Physics etc.Proven commercial experience using either Python or R.Strong commercial acumen.Knowledge of deep learning is beneficial.Experience working with geospacial data is beneficial but not essential.Up to £100,000 salaryShares in the company",Permanent,2019-10-23
0,['14097'],Data Scientist£550 per dayCentral London6-months,['London'],£500 - £600 per day,"Data Scientist£550 per dayCentral London6-monthsAs a Data Scientist, you will be part of a newly established Data Science team who are required to apply Machine Learning techniques to improve the current pricing strategy. You will be working for a huge, UK based, Media Corporation.THE COMPANY:This company are one of the dominant few media organisations in the UK. They sell millions magazines to customers, nationwide, but would like to improve their online presence. They have recently established a Data Science team who are required to revolutionise their pricing model by applying Machine Learning to help predict relevant prices to charge.THE ROLE:As a Data Scientist, you are required to have Python expertise so that you can build predictive models for their pricing team to use. You will be part of a growing Data Science function who need someone who can add value to their Machine Learning function. Clustering techniques will be used to help tailor products to specific customer segments. The ideal Data Scientist will have a Masters in Computer Science or Machine Learning.YOUR SKILLS AND EXPERIENCE:The ideal Data Scientist will have:HOW TO APPLY:Please register your interest by sending your CV via the Apply link on this page.Expertise programming in PythonApplied Machine Learning techniques Built predictive models for pricing purposes Exposure to a variety of clustering techniquesA degree and/or Master's in Computer Science",Contract,2019-10-23
0,['67016/KD'],Data Scientist - forecasting,['London'],£45000 - £55000 per annum + benefits + bonus,"Data Scientist - forecastingManchester£45,000-£55,000THE COMPANY This is a data-driven clothing ecommerce company focusing on improving all of their business decisions using data, their forecasting team is investing heavily in finding their next Data Scientist to add huge value.THE ROLEAs a Data Scientist in this forecasting team, you will report into the head of decision science and join a team of 60 people with huge amounts of scope for collaboration and sharing approaches and data science techniques.KEY SKILLS AND REQUIREMENTSRequired:Nice to have:HOW TO APPLY Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Financial modelling and forecasting using PythonDefining specific problems and understanding what machine learning solutions, in Python, to build and whyYou will be required to effectively communicate technical concepts with non-technical stakeholders and senior managementExample projects include forecasting performance, fraud protection and fincrimeCommercial experience using Python and/or, as well as SQLThe successful Data Scientist will have used Python and/or R to build and implement machine learning models in industry and be able to discuss why they built these, as well as the value that came off the back of theseYou will have worked directly with stakeholders and senior management previously on your projectsCommercial experience using SASPrevious experience working with financial data or alongside marketing and sales teams - building machine learning models using Python",Permanent,2019-10-23
0,['VACNRM1-23'],Data Scientist | R&D,['London'],£70000 - £75000 per annum + Benefits,"Data Scientist | R&DLondon£75,000THE COMPANYHarnham are working with a leading financial services data provider, helping to build out their core R&D / Machine Learning Lab.The long-term goal of this Data Science team will be to utilise the latest techniques in machine learning and artificial intelligence to help build products from scratch for their clients. Projects include:1. Fraud detection systems2. Product recommendation systems3. Consumer behaviour analysisYou will work with huge sets of data (probably one of the biggest data lakes in the UK) and be a part of the team responsible for solving the hardest analytical problems posed to the business.THE ROLEYou will be:YOUR SKILLS AND EXPERIENCEYou must have:THE BENEFITS£75,000 + BenefitsHOW TO APPLYPlease register your interest by sending your CV via the Apply link on this page.KEYWORDSR, Python, SQL, Hive, Hadoop, Spark, Machine Learning, Statistics, Artificial Intelligence, Mathematics, AWS, Kafka, Azure, Algorithm, Optimisation, Recommendation System, Research, Pricing, Marketing, Online, Data Scientist, Data Science, Predictive modelling, Forecasting. Building machine learning and AI products in an established UK Data LabDeveloping and implementing custom algorithms for the companyResearching and exploring data sets to find hidden patters and trendsA Ph.D. in Computer Science, Machine Learning, Statistics, Artificial Intelligence or MathematicsExperience of working with large volumes of dataExperience in programming languages such as R/PythonA knowledge of SQLWork experience with Hadoop or Spark is advantageous",Permanent,2019-10-23
0,['57352'],Machine Learning Engineer,"['North London, London']",£30000 - £60000 per annum,"Machine Learning EngineerNorth London, UKUp to £60,000 salaryWorld-leading FTSE 100 unicorn tech start-up worth over £1bn looking for a Machine Learning Engineer to join their Research team! Strong Machine Learning/ Software Engineering skills required as well as the ability to build ML models to scale!OVERVIEWThis hugely successful start-up have grown out to be a market-leader and valued over £1.5 billion! This FTSE 100 tech-giant have one of the best technical teams on the globe, they are building out their research team and need a Machine Learning Engineer to help innovate their tech function! Your responsibilities as a Machine Learning Engineer will include but not be limited to:YOUR SKILLS AND EXPERIENCEHOW TO APPLYPlease register your interest by sending your CV to Luke Frost via the Apply Link on this page. Design and deploy Machine Learning models and solutionsApply Machine Learning techniques to big data-setsBuild ML models to scale and deploy them for commercial useResearch cutting-edge ML techniques, build and deploy PoC's.Minimum of a BSc from good university in stem topic i.e. maths, stats, computer science, physicsCommercial experience researching and applying ML techniques such as NLP, Reinforcement Learning and Neural NetworksProven experience building and deploying Machine Learning modelsGood knowledge of software engineering and programming skills in Python",Permanent,2019-10-23
0,['62588/KP'],THE COMPANY,"['City of London, London']",£90000 - £110000 per annum,"If you are passionate about Data Science techniques to improve Customer Experience and strive to work in a fast-paced, competitive and customer focused role, then this data-rich leading retailer company has the perfect role for you.THE COMPANYThis globally renowned online travel company is going through some very exciting times in the Data Science Space. This opportunity will allow you to solve high-impact and complexed problems using some of the latest technology and approaches. They have the pedestal to develop their employees and put them on a platform for future growth and progression.The RoleAs their Data Science is growing - they are looking for a Lead Data Scientist to use Machine Learning to help optimize hundreds of millions of data of marketing spent to all help increase customer long-term value. In addition to this, you will all:YOUR SKILLS AND EXPERIENCEHOW TO APPLYPlease register your interest by sending your CV to Krishen Patel Via the Apply link on this page.Build, deploy and optimise machine learning models working across a broad range of different projects.Optimize the organizations bidding strategies within Acquisition channels and predict customers long-term value.Mentor and provide technical support to more Junior colleagues of the team.Develop a deep understanding of their data infrastructure and be at the forefront of the technical aspects to use, adopt and implement machine learning techniques.Hands on experience in Machine Learning and building datasets as well as Python, Scala & Tensor Flow.Education to at least a master's level in a quantitative subject (PhD preferred)Experience in NLP, Deep Learning and regression.Strong stakeholder management skills.",Permanent,2019-10-23
0,['67345/KD'],Senior Data Scientist ,['London'],£65000 - £75000 per annum + benefits + bonus,"Senior Data Scientist London £65,000-£75,000 THE COMPANY You will be a part of a company that focus on producing the world's leading complete solution within a marketplace that broadens the user digital experience. Join a collaborative worldwide R&D Data Science team with the London office taking control of the personalisation aspect of this product.  THE ROLE This role is product-focused and as a Senior Data Scientist, you will get complete ownership and freedom over all personalisation - creating machine learning and AI solutions to the most complex problems to add real value. KEY SKILLS AND EXPERIENCE  HOW TO APPLY Interested? Please register your interest by submitting your CV directly to me, Kian Dixon, or applying to this advert.As soon as you join you will jump straight into building complex models for a quantum recommender system, using NLP techniques, which will be deployed in cloudSupporting on existing commerce recommender systemsYou will be delivering usable algorithms and modelsExperience in Machine Learning, NLP, Deep Learning or Computer VisionExperience coding in Python and its libraries, including sk-learn, Numpy, Pandas etc.Experience with Hadoop/SparkExperience working with big dataExperience working in visual marketing, ecommerce, content-based systems etc.",Permanent,2019-10-23
0,['64695/KD'],Lead Data scientist,['London'],£90000 - £100000 per annum + benefits + bonus,"Lead Data scientistLondon£80,000-£90,000As a Lead Data Scientist, you will get the opportunity to work with rich, messy data sets of textual and location data and using this to build advanced predictive analytics products, using NLP techniques.you will be seeing massive impact coming from your work immediately. This is a brand-new opportunity to champion a data-driven approach to solving the company's toughest business problems in the marketing industry, with huge plans to branch out into other industries in the near future.THE COMPANY:With 50 million customers worldwide, this company pioneers cutting-edge concepts and, as a result, have never been denied by clients! Future plans include partnering with massive hedgefund clients to produce interesting links, as well as using their data to influence how to expand cities. As a Lead Data Scientist, you will be heading up this R&D team, you will get the opportunity to take ownership and lead your own projects, whilst having surplus time to innovate and create.THE ROLE:You will be exploring and experimenting with cutting-edge machine learning and deep learning techniques and playing around with large data sets of textual and location data - from emails and reviews of Pubs and restaurants etc - using Python, NoSQL, AWS and BigQuery.YOUR SKILLS AND EXPERIENCE:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Experimenting with advanced statistical and machine learning techniques in PythonUsing Python and NoSQL to design proof of concepts for state-of-the-art techniquesBuilding customer reports, using Python, to produce valuable insights for their massive clientsTaking ownership and being the technical lead for projects - delivering highly technical concepts to non-technical clients (stakeholders and managers)Extensive knowledge and use of Python for machine learning, NoSQL and C++ is essential; AWS experience is desirableYou will have built machine learning models and had them productionised in industryProven commercial experience exploring and applying machine learning techniques to big data using PythonThe successful data scientist will have commercial experience using machine learning techniques on location data, using GISThe ideal candidate will have experience in communicating heavily technical concepts in an effective way and have experience delivering these to non-technical stakeholders£90,000-£100,000Meet ups/conferences",Permanent,2019-10-23
0,['65321/KD'],Lead Data Scientist - Executing Strategy,['London'],£110000 - £120000 per annum + benefits + bonus,"Lead Data Scientist - Executing StrategyLondon£110,000-£120,000THE COMPANYMultinational commodity trader based in London, branching out into an area of data science that's never been done before. This company holds huge amounts of data - from extraction of the commodity to supply chain and logistics to weather - for you to play around with and create state-of-the-art tools.THE ROLEAs a Lead Data Scientist, you will be analysing large data sets to make predictions on trading strategies.KEY SKILLS AND EXPERIENCEHOW TO APPLYPlease register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Working directly with a leading trader in the field, you will communicate the insights that you generate and work together to build long-term strategiesA large part of the role is being able to effectively deliver technical concepts to a non-technical audienceBuilding out a brand-new capability of specialist trading using cutting-edge machine learning techniques in PythonA PhD from a top 5 university in a STEM topic (including Quantitative Finance, Financial Mathematics, Physics or Mathematics etc.)Commercial experience using data science and/or machine learning techniques, in Python, to improve a couple of the following areas is necessary:Alpha generation/trading strategiesEquities or FXSale-side in banksBi-side in automatingStrategies or executions or FXThe successful Lead Data Scientist will have extensive knowledge and industrial experience analysing large data sets, building machine learning models to generate insights that will ultimately influence huge trading strategies",Permanent,2019-10-23
0,['67323'],Data Scientist ,['London'],£50000 - £70000 per annum + Bonus + Benefits,"Data Scientist £50,000 - £70,000 Salary LondonOVERVIEWA Major UK Retail Giant have recently undergone a data transformation and are building an internal hub for Data Science which will deliver projects across the whole national business. This is one of the biggest recruitment campaigns on the market in Data Science and they are keen to bring people on board ASAP. If you're a Data Scientist with strong Machine Learning experience, then apply now!ROLEAs Data Scientist your responsibilities will include but not be limited to:YOUR SKILLS AND EXPERIENCETHE BENEFITSHOW TO APPLYPlease register your interest by sending your CV to Luke Frost via the Apply Link on this page. Work on a range of Machine Learning projectsBuild and deploy Machine Learning models to solve commercial challenges.Work with Senior and Lead Data Scientist on large ML projects, end to end.Minimum of MSc in STEM subject from Good University (PhD preferred)Minimum of 1 years' commercial experience as a Data ScientistExperience in building Machine Learning modelsProven technical skills in Machine Learning and programmingStrong SalaryBonusOther Benefits",Permanent,2019-10-23
0,['64731/KD'],Senior Data Scientist,['London'],£65000 - £75000 per annum + benefits + bonus,"Senior Data ScientistLondon£65,000-£75,000 + benefitsOur client is looking for a Senior Data Scientist to join their head office data science team. This Senior Data Scientist will have a real drive for creating solutions to problems within the customer and financial analytics space, as well as understanding the importance of developing insights to improve business performance. You will have the opportunity to perform advanced predictive and analytical methodologies.THE COMPANY:This global company is investing heavily into providing the best possible service for their customers. They understand that the only way to do so is by developing the strongest data-driven approaches to drive increased business performance and solve the company's biggest real-world problems.THE ROLE:As a Senior Data Scientist, you will be performing statistical analysis, building unsupervised learning algorithms and using graph theory for making affordability predictions.YOUR SKILLS AND EXPERIENCE:THE BENEFITS:HOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Building a range of machine learning models, including regressions, gradient boosting, classification models using PythonDesigning and developing optimisation algorithms and producing segmentation strategies using SQL and PythonPerforming graph theory and network theory techniques using PythonUsing state-of-the-art tools and machine learning techniques to make their customers lives more convenientThe ideal Senior Data Scientist will have experience using machine learning models that will improve business performanceIndustrial experience in machine learning modelling and deployment and statistical analysis using Python and SQLThe successful Senior Data Scientist will have an MSc qualification or above in Mathematics, Engineering or Computer ScienceKnowledge of graph mining and Hadoop technologiesUp to £75,000",Permanent,2019-10-23
0,['32807/CW'],Machine Learning Engineer,"['City of London, London']",Up to £100000 per annum + Yes,"Machine Learning EngineerLondon, United KingdomSalary up to £100,000 + Benefits  Want to work as a Machine Learning Engineer, providing software to companies. Work developing a self-service chat bot using ML and AI, leading projects and problem solving on a daily basis.THE COMPANY This innovative company works with clients and organisations worldwide, join a collaborative team and work building ML and AI models to provide future solutions for clients.THE ROLETrain Machine learning algorithms using pre trained models, using ML to provide platform success: YOUR SKILLS AND EXPERIENCE SALARY AND BENEFITS HOW TO APPLYBuild transformer networks using pre-trained modelsWork with NLPDevelop a platform that will operate worldwideProblem solve on a daily basisAnalyse large data setsLead projects within the MLDeploy fully functional models using ML modelsAdvanced degree in Machine Learning, Mathematics, StatisticsSeveral work experience in MLPhD preferredWork experience for a chatbot softwareAbility to lead projectsExperience leading a group of Machine Learning engineersEarning potential up to £100,000+ A number of benefitsPlease register your interest by sending your CV to Charlotte York via the apply link on this page",Permanent,2019-10-23
0,['57168/DM8'],THE COMPANY ,['London'],£40000 - £80000 per annum,"THE COMPANY This organisation has always worked for a purpose - their purpose is to use the power of communications to make the world a better place. At their roots they are a technology company with research and innovation in their bones and a desire to be a personal, simple. and brilliant for their customers.THE ROLE In this role as a Data Scientist you will be:SKILLS AND EXPERIENCETHE BENEFITS HOW TO APPLYPlease register your interest by sending your CV to Daniel Moss via the Apply link on this page Use methodical Data Science techniques to select and tune algorithms and quantify business performance#Tells engaging stories in a non-technical wayUnderstanding, analysing and quantifying data analysis requirements, hand on testingExperimental design and outcomes analysis/reporting Analyse complex behavioural and sensory data statistical modelsStrong commercial Python experienceExperience with Machine Learning & developing modelsStrategic thinking & problem solving skills Passion for Data ScienceUp to £50k SalaryCompetitive bonusCompetitive pension",Permanent,2019-10-23
0,['65602ME'],Senior Data Scientist - Transport and Travel,['London'],£550 - £650 per day + 1 day working from home,"Senior Data Scientist - Transport and Travel£500-650 + 1 day working from homeLondon12 monthsThe Company As the Senior Data Scientist, you'll get the opportunity to work with one of the largest e-commerce platforms, renowned in their field, for supplying accurate and efficient. The growth they have experienced over the past few years is phenomenal opening numerous avenues for career progression and development. The culture at this company really sets it apart in its constant hunger to turn ideas into reality, making genuine change in its industry.The RoleAs a Senior Data Scientist, you be developing and implementing a price prediction and recommendation model reaching throughout the UK and across Europe. Working with small, expert teams alongside experienced Designers, Engineers and Product Owners to provide the very best prediction models the industry has to offer, using big data to revolutionise the travel experience and building out problems to solve them based on specific requirements.Specifically, your day to day responsibilities will be as follows: Skills and experience required: How to ApplyPlease register your interest by sending you CV via the Apply link on this pageApplying your expertise in building price prediction models and recommendation systems.You will ask the hard questions using machine learning and data mining to offer innovation through Data Science.Using cloud platforms, Spark and Python you will transform the way big data is used across the business.You'll be building relationships with key stakeholders from all walks of the business.You'll have the opportunity to develop and nurture the next step in Junior Data Scientists working in small teams feeding off the knowledge both bring to the business.Bringing extensive experience in how you have used big data to impact commercial decision.Proven knowledge and capabilities using machine learning, data mining and predictive analysis.A proficient level of understanding using Python or R.You will have proficiency in big data platforms such as Hadoop and Spark.Educated to a Masters or PhD level in a STEM subject.",Contract,2019-10-23
0,['59642/KD'],Data Scientist - optimisation,['London'],£55000 - £75000 per annum + benefits + bonus,"Data Scientist - optimisationLondon£55,000 - £75,000 + benefits + bonusOur client is looking for a Data Scientist to be a key member in a team motivated to drive change using data-driven approaches. You will be joining a company that prioritise the customer experience, making sure it's an enjoyable one. As a Data Scientist in this team you will be focusing on using large amounts of data to solve the company's biggest and most challenging problems, such as understanding consumer behaviour and optimising customer journeys. THIS COMPANY:This company have a clear vision and business plan, emphasising on bettering customer experience. They are investing heavily into finding a top talent to join a team that is pioneering ideas in customer analytics and recommender systems. In joining this rapidly growing and massively successful team, you will receive outstanding training and learning opportunities by reporting to two leaders in the field.THE ROLE: YOUR SKILLS AND EXPERIENCE: THE BENEFITSHOW TO APPLY:Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch!Analysing large amounts of customer data in Python and SQL, using machine learning techniques to produce valuable insights for the business around their consumersUsing analysis results to optimise marketing strategies and pricingExciting side projects include using computer vision and NLP techniques build machine learning products and recommendation systems, in Python, to optimise the customer journeyExtensive knowledge and use of Python and SQL in developing marketing or pricing strategiesProven commercial experience working on machine learning techniques in PythonThe successful Data Scientist will have proven industrial experience building machine learning models in PythonThe ideal Data Scientist candidate will have experience in recommender systems using computer vision or NLP techniques in image and text analysisExperience leading a team desired£55,000-£75,000BonusFlexible working",Permanent,2019-10-23
0,['VACNMW£3932'],Applied Machine Learning Lead,['London'],£115000 - £120000 per annum + Benefits,"Applied Machine Learning LeadFTSE 250 CompanyLondon£120,000THE COMPANYThe Harnham Data Science team have been exclusively retained by a FTSE 250 company building out a machine learning unit in London.As a team of 15 Machine Learning Data Scientists, you will sit at the heart of the organisation with one clear goal: to introduce machine learning to several key areas, building end-to-end machine learning and automated decisioning systems.As a team you will report directly to the board (CDO) and have significant resources to drive your initiative forward and grow the capability.Key parts of your job will be to utilise cutting-edge machine learning techniques to bring considerable value for the business.THE ROLEAs a Data Scientist you will be:SKILLS AND EXPERTISETo be considered for this position you must have the following:HOW TO APPLYTo be considered for this exciting opportunity, please submit your details using the Apply button on this page, or contact Nick Mandella at Harnham.KEYWORDSPython, SQL, Machine Learning, Lead Data Scientist, Applied Machine Learning, Data Scientist, Data Science, Head of Data Science, Hadoop, Spark, AWS, GCP, Artificial Intelligence, Deep Learning, Leadership, Azure, PySpark.Working on projects in relation to: recommenders, personalisation, AI for fashion (computer vision/NLP) and supply chain.Helping to build a world class data science team of 15-20 peopleUtilising machine learning and advanced techniques to deliver valuable gains across several key areasWorking closely with board-level stakeholders on key business objectivesIntroducing a strong culture of innovation within the organisation, contributing to the company's data-driven goalsA proven track in building and leading high-performing data science teamsExperience of delivering successful and high-value data science initiatives within an organisationAn excellent academic track record (Ph.D preferred)Strong stakeholder management and project leadership skillsStrong knowledge of core machine learning and deep learning principlesExperience in end-to-end machine learning best practice.",Permanent,2019-10-23
